建设单位,项目名称,建设位置,规划验收证照名称,规划验收发文号,验收日期
国网北京市电力公司,首体110千伏输变电工程电力隧道,由海淀区中关村南大街中关村南大街到海淀区中关村南大街,2019规自条市政字0017号,2018条市政字0367,办结
北京金隅嘉业房地产开发有限公司,金隅汇星苑、泰和园小区大市政污水市政工程,由朝阳区高碑店乡大黄庄西路朝阳区高碑店乡大黄庄西路-建材制品厂南街经朝阳区到朝阳区高碑店乡建材制品总厂南街,2019规自条市政字0018号,2018条市政字0366,办结
北京城建设计发展集团股份有限公司,北京城建设计发展集团股份有限公司新建电缆分界室外电源工程,由西城区北营房北街北营房北街经西城区到西城区西二环路,2019规自条市政字0013号,2018条市政字0365,办结
国网北京市电力公司,理工大学110千伏输变电工程（电力隧道）,由海淀区海淀南路海淀区海淀南路-北三环四通桥经海淀区中关村大街到海淀区北三环四通桥,2019规自条市政字0012号,2018条市政字0362,办结
国网北京市电力公司,速滑110千伏输变电工程配套10千伏切改工程,由朝阳区奥林西路朝阳区奥林西路-白庙村路经朝阳区到朝阳区白庙村路,2019规自条市政字0010号,2018条市政字0361,办结
北京信息基础设施建设股份有限公司,北信基础海淀区创新园经二路（三星庄路往南185米-创新园纬一路）掘路新建信息管道工程,由海淀区三星庄路往南185米海淀区三星庄路往南185米-创新园纬一路经海淀区到海淀区创新园纬一路,2019规自条市政字0005号,2018条市政字0359,办结
北京信息基础设施建设股份有限公司,北信基础海淀区创新园纬二路（稻香园东路-创新园经一路）掘路新建信息管道工程,由海淀区稻香园东路海淀区稻香园东路-创新园经一路经海淀区到海淀区创新园经一路,2019规自条市政字0006号,2018条市政字0358,办结
北京信息基础设施建设股份有限公司,北信基础海淀区创新园经一路（创新基地中环路-创新园纬一路）掘路新建信息管道工程,由海淀区创新基地中环路海淀区创新基地中环路-创新园纬一路到海淀区创新园纬一路,2019规自条市政字0007号,2018条市政字0357,办结
北京信息基础设施建设股份有限公司,北信基础海淀区稻香园东路（北清路-创新园纬二路）掘路新建信息管道工程,由海淀区北清路海淀区北清路-创新园纬二路到海淀区创新园纬二路,2019规自条市政字0008号,2018条市政字0356,办结
北京信息基础设施建设股份有限公司,北信基础海淀区三星庄路（规划创新基地中环路）（苏三四村-稻香湖路）掘路新建信息管道工程,由海淀区苏三四村海淀区苏三四村-稻香湖路经海淀区到海淀区稻香湖路,2019规自条市政字0009号,2018条市政字0355,办结
北京城市排水集团有限责任公司,清河再生水厂生物滤池进水加装孔板格栅工程,海淀区清河污水处理厂,2019规自条市政否字0003号,2018条市政字0354,办结
北京实创科技园开发建设股份有限公司,海淀翠湖科技园D地块规划横十四路，规划横十一路电力管井工程,由海淀区规划纵一路规划纵四路规划纵一路规划纵四路到海淀区核心区东侧路,2019规自条市政字0002号,2018条市政字0348,办结
国网北京市电力公司,西埠头110千伏输变电工程（电力隧道）,由海淀区北清路海淀区北清路-规划北安河一街经海淀区规划北安河西路到海淀区规划北安河一街,2019规自条市政字0003号,2018条市政字0346,办结
国网北京市电力公司,长安（良乡南）220KV输变电工程（线路）,由房山区大石河乡500千伏变电站房山区大石河乡500KV变电站-良乡220KV变电站经房山区良乡到房山区良乡南220KV变电站,2019规自条市政否字0004号,2018条市政字0345,办结
北京地铁六号线投资有限责任公司,北京地铁六号线西延工程 苹果园站（工程名称）,石景山区苹果园南路与苹果园交通枢纽东路相交路口,2019规自建市政字0012号,2018市政建字0216,办结
中国铁路北京局集团有限公司,北京铁路枢纽丰台站改建工程 站房L轴以北地下部分,丰台区西三环路与西四环路之间，丰草河北路以南,2019规自建市政字0003号,2018市政建字0215,办结
北京公共交通控股（集团）有限公司,郭公庄公交场站及立体停车楼工程,丰台区郭公庄南路与万寿路南延相交路口东南角,2019规自建市政字0008号,2018市政建字0210,办结
北京市自来水集团有限责任公司,亦庄水厂外电源工程,由大兴区亦庄黄亦路，亦庄西一号路经大兴区到大兴区亦庄黄亦路，亦庄西一号路,2019规自建市政字0007号,2018市政建字0209,办结
北京地铁六号线投资有限责任公司,地铁六号线西延工程 金安桥站（工程名称）,石景山区北辛安路与阜石路相交路口,2019规自建市政字0002号,2018市政建字0204,办结
"中国铁路北京局集团有限公司
京津城际铁路有限责任公司",京津城际铁路列控系统技术改造工程,丰台区朝阳、通州,2019规自建市政字0004号,2018市政建字0203,办结
北京方宏置业有限责任公司,北京纺织科研实验楼项目热力一次线工程,由朝阳区东四环路经朝阳区到朝阳区东四环路,2019规自建市政字0001号,2018市政建字0201,办结
北京公共交通控股（集团）有限公司,广渠路快速公交系统工程东小营公交中心站,通州区潞城镇,2019规自地市政字0002号,2018市政地字0024,办结
京张城际铁路有限公司,京张铁路学院南路段及清河站两端正线区间建设用地调整,海淀区安宁庄北路-学院南路,2019规自地市政字0001号,2018市政地字0023,办结
"中国国际贸易中心有限公司
中国国际贸易中心股份有限公司",国贸用地红线内交通一体化部分（换乘大厅及附属用房、换乘通道、商业、商业部分设备用房）,朝阳区建外大街一号,2018规土建字0032号,2018社建字0023,办结
北京耀辉置业有限公司,耀辉国际城南区1、2号宿舍工程,朝阳区建外大街与西大望路交叉路口东南角,2019规自建否字0001号,2018建字0029,办结
中国国家博物馆,中国国家博物馆地下夹层库房（博物馆库房）,东城区东长安街16号天安门广场东侧,2019规自建字0001号,2018建字0028,办结
清华大学,图书馆等3项（清华大学新建法律图书馆项目）,海淀区海淀区清华园,2019规自竣字0004号,2018监字0077,办结
北大医疗产业集团有限公司,1#职工集体宿舍等8项,昌平区北清路生命科学园路1号,2019规自竣字0001号,2018监字0076,办结
北京公共交通控股（集团）有限公司,,丰台区莲花池西里29号,2019规自竣市政否字0001号,2018监市政字0021,办结
北京市明瑛发展有限公司,关于北京国际文化产业园区规划条件延续的申请,朝阳区朝阳区朝阳公园西路G组团,2019规自复函字0003号,2018复字0028,办结
中国矿业大学（北京）,关于中国矿业大学（北京）沙河校区综合实验楼及体育馆规划复函,昌平区昌平区南二街9号,2019规自复函字0002号,2018复字0027,办结
北京地铁十二号线投资有限责任公司,关于办理北京地铁十二号线工程起点～四季青站区间2号施工场地临时建设用地规划意见复函的请示,海淀区海淀区永定河引水渠南路西侧,2019规自复函市政字0001号,2018复市政字0024,办结
北京亚雄房地产开发有限公司,关于丰台区花乡羊坊村棚户区改造和环境整治项目二期回迁房建设项目选址意见书延期的申请,丰台区花乡羊坊村,2019规自（丰）延否字0001号,2018分延字0045,办结
北京天恒乐活城置业有限公司,关于房山区拱辰街道16-01-07等地块建设工程规划许可证延期的申请,房山区房山区拱辰街道办事处,2019规自（房）延字0001号,2018分延字0044,办结
北京恒帝隆房地产开发有限公司,关于恒隆家园项目建设工程规划许可证延期的申请,通州区梨园镇,2019规土（通）延字0001号,2018分延字0039,办结
故宫博物院,电力埋管-过王府井大街段,东城区东华门大街,2018规土（东）延市政字0002号,2018分延市政字0091,办结
北京市石景山区教育委员会,北大附中石景山学校（新址）项目,石景山区田村路,2019规自（石）选字0001号,2018分选字0104,办结
北京市昌平区教育委员会,未来科学城第二小学工程建设项目,昌平区北七家镇,2019规自（昌）选字0002号,2018分选字0103,办结
北京市昌平区教育委员会,未来科学城第二中学工程建设项目,昌平区北七家镇,2019规自（昌）选字0001号,2018分选字0101,办结
北京市平谷区卫生和计划生育委员会,白各庄新城社区卫生服务站新建工程,平谷区大兴庄镇白各庄村,2019规自（平）选字0001号,2018分选字0094,办结
北京北汽恒盛达顺置业有限公司,北京北汽越野车棚改定向安置房项目,顺义区顺义新城第7街区林河南大街南侧,2019规自（顺）选字0001号,2018分选字0093,办结
北京学校,北京学校,通州区潞阳大街35,2018规土（通）选字0004号,2018分选字0091,办结
北京星泰泓信资产管理有限公司,规划电子城一号街，规划电子城二号街市政道路工程,由朝阳区将台乡到朝阳区将台乡,2019规自（朝）选市政字0006号,2018分选市政字0327,办结
北京市丰台区循环经济产业园管理中心,丰台区建筑垃圾资源化处理厂再生水泵站工程,丰台区长辛店乡大灰厂村,2019规自（丰）选市政字0001号,2018分选市政字0326,办结
北京市房山区城市管理委员会,房山区北关规划北侧路道路工程,由房山区城关街道办事处北庄村到房山区城关街道办事处燕山石化铁路专用线西侧,2019规自（房）选市政字0001号,2018分选市政字0325,办结
北京国际商务中心区开发建设有限公司,单店中路（姚家园中街-东坝南二街）道路工程,由朝阳区姚家园中街到朝阳区东坝南二街,2019规自（朝）选市政字0004号,2018分选市政字0323,办结
北京国际商务中心区开发建设有限公司,石各庄北街（东坝中路-石各庄路）道路工程,由朝阳区东坝中路到朝阳区石各庄路,2019规自（朝）选市政字0005号,2018分选市政字0322,办结
北京国际商务中心区开发建设有限公司,单店西路（姚家园中街-东坝南一街）道路工程,由朝阳区姚家园中街到朝阳区东坝南一街,2019规自（朝）选市政否字0001号,2018分选市政字0321,办结
